,loan_id,loan_purpose,date,loan_granted,loan_repaid
6173,112151,home,2012-07-20,0,
6174,940463,emergency_funds,2012-03-08,1,1.0
6175,430827,other,2012-10-17,0,
6176,753022,home,2012-10-24,1,1.0
6177,330514,home,2012-12-11,0,
6178,768736,home,2012-03-27,1,0.0
6179,796687,emergency_funds,2012-07-23,0,
6180,887195,investment,2012-01-16,1,1.0
6181,536983,business,2012-01-30,1,1.0
6182,781967,emergency_funds,2012-03-08,1,0.0
6183,899981,business,2012-01-12,0,
6184,127970,business,2012-07-03,0,
6185,157985,home,2012-03-13,0,
6186,601344,home,2012-09-12,0,
6187,982383,business,2012-11-22,0,
6188,418582,business,2012-02-09,0,
6189,191141,investment,2012-10-02,1,1.0
6190,194953,home,2012-07-24,0,
6191,503495,other,2012-01-02,1,0.0
6192,793970,home,2012-05-28,1,1.0
6193,939574,investment,2012-04-05,1,0.0
6194,92489,home,2012-05-18,0,
6195,81380,home,2012-02-15,0,
6196,808285,investment,2012-10-31,1,1.0
6197,978476,business,2012-04-02,0,
6198,420212,business,2012-07-20,1,1.0
6199,991455,home,2012-10-18,0,
6200,730140,business,2012-03-19,0,
6201,108226,home,2012-06-13,1,1.0
6202,234373,emergency_funds,2012-12-07,1,0.0
6203,808547,business,2012-04-23,1,1.0
6204,839720,investment,2012-01-17,1,1.0
6205,747495,home,2012-07-20,1,0.0
6206,511343,investment,2012-12-20,0,
6207,11618,emergency_funds,2012-12-28,0,
6208,540271,other,2012-09-28,1,0.0
6209,971207,home,2012-05-16,0,
6210,290014,other,2012-05-02,0,
6211,641796,home,2012-02-23,0,
6212,212676,other,2012-08-16,0,
6213,75493,investment,2012-05-17,0,
6214,150028,investment,2012-11-22,0,
6215,814192,emergency_funds,2012-03-19,1,1.0
6216,213812,home,2012-05-11,1,1.0
6217,240321,investment,2012-05-17,1,0.0
6218,339829,business,2012-05-04,1,1.0
6219,153177,emergency_funds,2012-03-15,0,
6220,550202,investment,2012-06-25,1,0.0
6221,326289,home,2012-01-16,1,1.0
6222,330581,other,2012-03-13,0,
6223,715227,investment,2012-07-24,1,0.0
6224,909663,business,2012-01-02,0,
6225,123162,business,2012-05-31,1,1.0
6226,286433,home,2012-01-06,1,1.0
6227,313139,home,2012-09-26,1,1.0
6228,343530,investment,2012-08-14,0,
6229,762363,home,2012-09-21,0,
6230,422524,business,2012-07-04,1,1.0
6231,618082,business,2012-02-02,0,
6232,224904,investment,2012-07-10,0,
6233,609745,emergency_funds,2012-07-30,1,0.0
6234,332661,investment,2012-05-01,1,1.0
6235,688804,home,2012-05-01,1,1.0
6236,227665,investment,2012-08-15,0,
6237,386484,other,2012-12-04,0,
6238,864300,investment,2012-07-12,1,1.0
6239,258559,emergency_funds,2012-07-02,1,1.0
6240,120626,emergency_funds,2012-04-24,1,1.0
6241,675651,home,2012-12-05,0,
6242,247646,other,2012-01-12,1,0.0
6243,173424,home,2012-01-10,1,0.0
6244,583259,business,2012-10-15,0,
6245,520433,business,2012-02-21,0,
6246,636149,other,2012-03-28,1,1.0
6247,127139,home,2012-06-12,1,1.0
6248,610103,other,2012-03-06,0,
6249,279350,investment,2012-04-30,1,0.0
6250,470822,business,2012-03-05,1,1.0
6251,971578,emergency_funds,2012-05-10,1,0.0
6252,526905,business,2012-12-24,1,0.0
6253,570471,business,2012-02-15,0,
6254,911123,home,2012-10-26,1,0.0
6255,498934,emergency_funds,2012-10-01,1,0.0
6256,44605,business,2012-10-19,0,
6257,652379,business,2012-01-02,1,0.0
6258,110164,home,2012-06-07,0,
6259,374824,home,2012-03-27,1,1.0
6260,342183,investment,2012-01-04,1,0.0
6261,279828,home,2012-02-20,0,
6262,163647,emergency_funds,2012-04-03,0,
6263,271576,business,2012-08-20,1,0.0
6264,529995,business,2012-11-14,0,
6265,245194,other,2012-05-31,0,
6266,41998,other,2012-04-13,0,
6267,459501,home,2012-04-23,0,
6268,552719,emergency_funds,2012-02-06,0,
6269,451660,home,2012-10-24,1,1.0
6270,147693,investment,2012-05-22,0,
6271,351945,investment,2012-12-03,1,1.0
6272,376257,business,2012-09-17,1,0.0
6273,572705,business,2012-09-26,0,
6274,809719,home,2012-11-07,0,
6275,675950,business,2012-02-16,0,
6276,730623,home,2012-12-11,1,1.0
6277,972070,emergency_funds,2012-08-31,0,
6278,548404,home,2012-03-06,1,0.0
6279,280038,home,2012-05-29,0,
6280,396131,emergency_funds,2012-10-08,1,1.0
6281,969722,business,2012-08-23,1,0.0
6282,121735,business,2012-07-12,0,
6283,937788,home,2012-06-25,1,1.0
6284,863535,home,2012-01-20,1,1.0
6285,538040,emergency_funds,2012-07-03,0,
6286,397958,home,2012-08-14,0,
6287,631988,investment,2012-02-01,0,
6288,491729,investment,2012-02-15,1,1.0
6289,592494,home,2012-12-26,0,
6290,742791,home,2012-06-19,1,0.0
6291,416218,home,2012-10-05,0,
6292,703291,business,2012-04-05,1,1.0
6293,990195,emergency_funds,2012-10-10,1,1.0
6294,205168,business,2012-09-13,0,
6295,660416,emergency_funds,2012-08-14,0,
6296,233476,investment,2012-02-06,0,
6297,361206,emergency_funds,2012-01-23,0,
6298,429508,emergency_funds,2012-10-23,1,0.0
6299,850091,other,2012-03-14,1,0.0
6300,861010,other,2012-11-14,1,1.0
6301,972068,emergency_funds,2012-09-18,0,
6302,291924,investment,2012-02-03,0,
6303,257709,home,2012-11-06,1,1.0
6304,506982,business,2012-01-17,1,1.0
6305,82403,home,2012-08-23,0,
6306,821757,investment,2012-01-17,0,
6307,782019,business,2012-11-15,1,1.0
6308,996158,investment,2012-02-02,1,1.0
6309,978846,investment,2012-07-20,0,
6310,715408,business,2012-01-10,0,
6311,519835,home,2012-01-02,0,
6312,604318,emergency_funds,2012-12-20,1,0.0
6313,16641,investment,2012-05-01,0,
6314,318408,home,2012-08-27,0,
6315,37827,business,2012-08-02,0,
6316,450215,home,2012-01-04,1,0.0
6317,824390,home,2012-10-02,1,1.0
6318,701499,home,2012-04-24,1,0.0
6319,390123,home,2012-11-14,1,1.0
6320,891008,home,2012-06-13,0,
6321,409773,business,2012-08-07,1,0.0
6322,591124,emergency_funds,2012-02-27,0,
6323,612046,business,2012-07-17,0,
6324,883311,investment,2012-09-18,1,1.0
6325,668268,other,2012-08-24,1,1.0
6326,639623,other,2012-04-10,1,1.0
6327,820092,emergency_funds,2012-12-18,0,
6328,64042,home,2012-08-21,0,
6329,164584,investment,2012-09-25,1,1.0
6330,890200,emergency_funds,2012-02-27,0,
6331,384341,home,2012-10-09,1,0.0
6332,72731,emergency_funds,2012-05-28,1,0.0
6333,807289,business,2012-08-27,1,1.0
6334,372788,home,2012-03-12,1,0.0
6335,4796,business,2012-07-23,1,1.0
6336,152507,other,2012-07-12,0,
6337,515734,investment,2012-01-03,1,1.0
6338,974319,home,2012-01-09,0,
6339,37288,other,2012-05-15,1,0.0
6340,935883,investment,2012-08-31,1,1.0
6341,462939,home,2012-10-29,1,1.0
6342,152037,other,2012-03-26,1,0.0
6343,701591,home,2012-04-11,1,1.0
6344,421290,emergency_funds,2012-06-19,0,
6345,438464,other,2012-11-21,1,1.0
6346,246087,home,2012-04-19,0,
6347,20011,business,2012-10-02,0,
6348,602207,other,2012-01-27,1,0.0
6349,752790,other,2012-08-01,1,0.0
6350,721687,investment,2012-11-05,0,
6351,575305,home,2012-06-13,0,
6352,138545,other,2012-01-25,0,
6353,496390,emergency_funds,2012-10-05,0,
6354,162241,emergency_funds,2012-05-24,0,
6355,505439,home,2012-01-31,0,
6356,239502,emergency_funds,2012-11-19,0,
6357,187539,business,2012-10-05,1,1.0
6358,368568,emergency_funds,2012-09-17,0,
6359,786497,other,2012-12-10,0,
6360,469664,home,2012-04-06,1,1.0
6361,558129,home,2012-10-01,0,
6362,829971,investment,2012-10-10,1,0.0
6363,26817,home,2012-07-26,1,0.0
6364,977700,investment,2012-03-22,0,
6365,120872,home,2012-03-21,0,
6366,972278,investment,2012-03-19,1,1.0
6367,214407,business,2012-02-22,0,
6368,308401,other,2012-01-16,0,
6369,725138,emergency_funds,2012-11-09,0,
6370,158715,investment,2012-03-09,0,
6371,424962,emergency_funds,2012-02-14,0,
6372,817195,business,2012-11-21,0,
6373,298421,emergency_funds,2012-09-03,1,0.0
6374,947914,home,2012-04-27,0,
6375,702532,emergency_funds,2012-06-07,0,
6376,661125,business,2012-07-05,0,
6377,575144,business,2012-01-31,0,
6378,239315,investment,2012-02-27,0,
6379,752821,home,2012-02-21,0,
6380,640160,home,2012-05-14,1,0.0
6381,109688,other,2012-09-27,0,
6382,407389,other,2012-04-18,1,0.0
6383,770647,business,2012-07-23,0,
6384,399673,home,2012-03-22,0,
6385,334771,business,2012-04-27,0,
6386,661403,home,2012-05-29,0,
6387,357370,investment,2012-11-30,0,
6388,84432,business,2012-06-21,0,
6389,789638,emergency_funds,2012-02-23,0,
6390,3509,other,2012-02-08,0,
6391,751236,business,2012-04-12,0,
6392,39141,home,2012-08-21,1,1.0
6393,389599,business,2012-01-04,0,
6394,817082,other,2012-10-02,1,1.0
6395,694068,emergency_funds,2012-02-06,1,0.0
6396,5413,home,2012-01-10,1,0.0
6397,523810,business,2012-08-23,0,
6398,243401,home,2012-03-02,1,1.0
6399,804007,home,2012-01-16,1,0.0
6400,386024,investment,2012-01-06,1,1.0
6401,76509,home,2012-07-27,1,0.0
6402,367147,emergency_funds,2012-11-02,1,0.0
6403,108707,investment,2012-05-16,0,
6404,796873,home,2012-08-06,1,0.0
6405,320731,home,2012-05-15,0,
6406,35221,emergency_funds,2012-10-15,0,
6407,737774,home,2012-05-30,1,1.0
6408,625408,investment,2012-03-20,0,
6409,49950,investment,2012-04-09,0,
6410,851233,home,2012-12-18,0,
6411,938537,emergency_funds,2012-02-28,1,0.0
6412,503588,home,2012-07-18,0,
6413,838670,emergency_funds,2012-09-06,1,0.0
6414,113937,business,2012-08-29,1,1.0
6415,134609,home,2012-12-27,0,
6416,267053,emergency_funds,2012-11-05,0,
6417,485689,business,2012-06-06,1,0.0
6418,533938,business,2012-09-04,1,1.0
6419,786459,business,2012-10-16,1,0.0
6420,155151,investment,2012-07-24,0,
6421,759169,home,2012-06-18,1,1.0
6422,670915,home,2012-02-20,1,1.0
6423,589406,home,2012-05-07,0,
6424,214215,business,2012-10-01,0,
6425,568443,business,2012-04-26,0,
6426,555399,investment,2012-07-06,1,1.0
6427,146111,investment,2012-02-07,0,
6428,501003,business,2012-01-05,0,
6429,256595,business,2012-12-10,0,
6430,378830,business,2012-02-29,0,
6431,719889,emergency_funds,2012-11-26,0,
6432,978286,home,2012-10-22,1,1.0
6433,664732,investment,2012-03-20,1,1.0
6434,596917,home,2012-12-13,0,
6435,391053,home,2012-11-15,0,
6436,203711,home,2012-12-07,1,1.0
6437,412661,emergency_funds,2012-12-26,0,
6438,743408,home,2012-02-16,1,0.0
6439,64197,other,2012-04-30,0,
6440,694796,investment,2012-12-24,0,
6441,528379,home,2012-01-10,1,1.0
6442,913479,home,2012-05-04,1,0.0
6443,499247,business,2012-01-31,0,
6444,360770,other,2012-11-13,1,0.0
6445,674035,business,2012-09-20,1,1.0
6446,357620,home,2012-10-17,1,1.0
6447,190288,home,2012-04-09,0,
6448,878516,business,2012-01-05,1,1.0
6449,574807,investment,2012-12-04,0,
6450,627516,business,2012-09-18,1,1.0
6451,812890,investment,2012-03-29,1,1.0
6452,657916,home,2012-09-26,0,
6453,48953,investment,2012-10-22,0,
6454,778911,home,2012-05-21,0,
6455,519285,other,2012-01-23,0,
6456,542657,investment,2012-01-30,0,
6457,804134,investment,2012-10-16,1,0.0
6458,525008,investment,2012-03-05,0,
6459,906365,home,2012-11-15,1,1.0
6460,566720,other,2012-09-03,0,
6461,419431,home,2012-12-24,0,
6462,380079,other,2012-05-02,1,0.0
6463,125824,emergency_funds,2012-01-05,0,
6464,836060,emergency_funds,2012-10-04,0,
6465,240580,business,2012-09-13,0,
6466,387861,investment,2012-10-18,0,
6467,122931,emergency_funds,2012-09-25,0,
6468,181547,home,2012-05-15,1,0.0
6469,275948,home,2012-05-01,0,
6470,663083,home,2012-03-13,0,
6471,965966,emergency_funds,2012-09-24,0,
6472,715835,investment,2012-12-05,1,1.0
6473,667475,home,2012-06-21,0,
6474,768866,investment,2012-11-28,1,1.0
6475,932637,business,2012-06-14,1,1.0
6476,731825,business,2012-12-03,1,0.0
6477,819451,business,2012-03-19,0,
6478,677275,emergency_funds,2012-08-09,1,0.0
6479,509394,home,2012-04-17,1,1.0
6480,850145,home,2012-03-23,1,1.0
6481,886702,emergency_funds,2012-09-10,1,1.0
6482,224266,other,2012-11-28,1,0.0
6483,408247,business,2012-05-15,0,
6484,546093,investment,2012-04-25,1,0.0
6485,416174,other,2012-10-11,1,1.0
6486,252709,other,2012-11-21,0,
6487,554193,investment,2012-09-12,1,1.0
6488,971858,emergency_funds,2012-06-07,1,1.0
6489,935393,business,2012-08-14,1,1.0
6490,67385,emergency_funds,2012-07-02,0,
6491,535866,business,2012-02-06,0,
6492,144069,business,2012-05-31,0,
6493,62496,emergency_funds,2012-02-29,0,
6494,990118,home,2012-11-01,0,
6495,959559,investment,2012-05-09,0,
6496,519260,investment,2012-05-18,0,
6497,941777,home,2012-02-15,1,1.0
6498,41520,home,2012-12-05,1,1.0
6499,178437,emergency_funds,2012-07-06,1,1.0
6500,592219,investment,2012-03-27,1,1.0
6501,178193,business,2012-03-15,1,0.0
6502,992544,emergency_funds,2012-10-29,0,
6503,482729,emergency_funds,2012-01-25,1,1.0
6504,768579,other,2012-12-13,1,1.0
6505,704328,other,2012-12-24,1,0.0
6506,245243,emergency_funds,2012-05-07,0,
6507,185578,home,2012-03-06,0,
6508,884880,emergency_funds,2012-08-16,1,0.0
6509,801504,other,2012-12-25,0,
6510,371254,investment,2012-11-16,0,
6511,774358,emergency_funds,2012-09-25,0,
6512,373693,other,2012-06-27,1,1.0
6513,349853,home,2012-09-24,0,
6514,287649,other,2012-04-03,1,0.0
6515,344448,other,2012-01-25,0,
6516,782160,investment,2012-04-09,1,1.0
6517,991985,business,2012-03-07,1,1.0
6518,308007,emergency_funds,2012-08-01,0,
6519,623325,home,2012-07-05,0,
6520,421258,business,2012-03-22,1,1.0
6521,743166,other,2012-01-04,1,0.0
6522,273679,emergency_funds,2012-04-18,0,
6523,452979,investment,2012-08-28,0,
6524,915716,home,2012-05-24,1,0.0
6525,567006,investment,2012-11-01,1,1.0
6526,711949,business,2012-05-31,0,
6527,685612,home,2012-04-05,0,
6528,807501,business,2012-06-14,1,1.0
6529,160612,home,2012-08-22,1,1.0
6530,542298,investment,2012-06-19,1,0.0
6531,662178,other,2012-08-03,1,0.0
6532,235143,investment,2012-02-20,0,
6533,951225,other,2012-07-31,0,
6534,565327,home,2012-02-07,1,1.0
6535,48479,home,2012-12-11,1,0.0
6536,631859,business,2012-08-20,0,
6537,901854,home,2012-04-03,0,
6538,452147,business,2012-08-27,0,
6539,225146,emergency_funds,2012-01-25,0,
6540,734085,business,2012-04-16,0,
6541,723755,other,2012-02-02,1,0.0
6542,298436,business,2012-08-23,1,1.0
6543,624207,business,2012-10-04,0,
6544,456127,emergency_funds,2012-06-29,1,0.0
6545,629785,home,2012-06-13,0,
6546,184926,other,2012-03-16,1,1.0
6547,484569,business,2012-10-12,0,
6548,718489,other,2012-05-30,1,1.0
6549,150447,home,2012-07-10,0,
6550,879203,investment,2012-09-19,0,
6551,785418,other,2012-09-20,0,
6552,777066,business,2012-09-24,1,1.0
6553,290597,investment,2012-01-11,1,1.0
6554,787008,emergency_funds,2012-06-05,1,0.0
6555,214462,business,2012-09-10,0,
6556,873593,other,2012-02-16,1,1.0
6557,88700,home,2012-10-01,1,1.0
6558,444602,emergency_funds,2012-05-08,1,1.0
6559,573069,emergency_funds,2012-05-21,0,
6560,857703,home,2012-09-04,1,1.0
6561,138164,home,2012-09-13,0,
6562,444206,investment,2012-11-28,1,1.0
6563,926837,other,2012-04-17,0,
6564,5524,home,2012-01-30,0,
6565,717399,emergency_funds,2012-09-24,0,
6566,511066,emergency_funds,2012-09-14,1,1.0
6567,379898,emergency_funds,2012-07-11,1,1.0
6568,572704,investment,2012-07-05,1,0.0
6569,775298,home,2012-10-23,0,
6570,236866,business,2012-02-21,1,0.0
6571,116496,emergency_funds,2012-07-23,1,0.0
6572,120178,business,2012-07-12,1,1.0
6573,920068,business,2012-10-29,1,1.0
6574,575293,investment,2012-04-25,0,
6575,152142,home,2012-06-11,1,0.0
6576,375968,business,2012-02-28,0,
6577,670339,other,2012-02-02,0,
6578,842098,other,2012-06-13,1,0.0
6579,902297,home,2012-07-16,0,
6580,142162,other,2012-11-29,1,1.0
6581,755950,business,2012-03-28,1,1.0
6582,21990,investment,2012-09-11,0,
6583,626215,emergency_funds,2012-11-14,1,0.0
6584,35684,investment,2012-12-24,0,
6585,404973,emergency_funds,2012-08-24,0,
6586,971088,home,2012-10-04,1,1.0
6587,293797,emergency_funds,2012-10-31,1,0.0
6588,981711,investment,2012-06-15,1,1.0
6589,978171,investment,2012-10-24,0,
6590,665467,home,2012-10-09,1,1.0
6591,353244,investment,2012-06-22,1,1.0
6592,325321,emergency_funds,2012-07-30,0,
6593,921025,home,2012-02-13,1,1.0
6594,212519,other,2012-12-25,0,
6595,81296,emergency_funds,2012-07-23,1,0.0
6596,538565,investment,2012-01-30,0,
6597,773888,other,2012-04-23,0,
6598,190282,home,2012-01-24,1,1.0
6599,943118,business,2012-03-02,1,1.0
6600,395668,emergency_funds,2012-11-07,0,
6601,748291,investment,2012-06-21,0,
6602,718486,other,2012-05-23,0,
6603,720639,investment,2012-10-18,1,1.0
6604,400358,investment,2012-01-09,1,1.0
6605,746456,other,2012-01-09,1,0.0
6606,72889,home,2012-07-18,1,1.0
6607,925355,emergency_funds,2012-04-13,1,1.0
6608,864482,business,2012-10-30,1,1.0
6609,685849,emergency_funds,2012-03-22,1,0.0
6610,74180,other,2012-04-06,0,
6611,485844,home,2012-10-02,1,1.0
6612,314673,other,2012-03-27,0,
6613,614842,emergency_funds,2012-02-01,1,0.0
6614,689350,home,2012-03-06,1,0.0
6615,161241,other,2012-05-14,0,
6616,798985,emergency_funds,2012-06-25,0,
6617,634160,home,2012-05-25,0,
6618,394906,business,2012-09-13,0,
6619,803717,investment,2012-03-29,0,
6620,376728,home,2012-09-13,0,
6621,266961,other,2012-09-24,0,
6622,964770,emergency_funds,2012-01-26,0,
6623,33191,investment,2012-01-10,0,
6624,855659,other,2012-10-10,1,1.0
6625,674417,home,2012-04-18,0,
6626,954473,emergency_funds,2012-01-10,1,1.0
6627,47274,home,2012-10-25,0,
6628,491637,investment,2012-04-12,0,
6629,249013,business,2012-07-12,0,
6630,86009,business,2012-06-06,1,1.0
6631,643381,investment,2012-01-27,1,0.0
6632,583309,other,2012-01-30,0,
6633,521360,business,2012-03-06,1,0.0
6634,795399,emergency_funds,2012-05-04,1,0.0
6635,781933,other,2012-03-26,1,0.0
6636,815623,other,2012-09-25,0,
6637,214255,investment,2012-01-25,0,
6638,292548,home,2012-02-06,1,1.0
6639,905071,other,2012-06-25,0,
6640,472202,business,2012-07-11,0,
6641,800620,other,2012-05-25,0,
6642,954751,home,2012-04-06,0,
6643,396588,emergency_funds,2012-06-07,0,
6644,439342,investment,2012-03-15,1,0.0
6645,311896,investment,2012-04-05,0,
6646,216329,home,2012-11-05,0,
6647,943179,emergency_funds,2012-10-29,1,0.0
6648,236699,emergency_funds,2012-07-18,0,
6649,721198,business,2012-02-15,1,0.0
6650,236121,business,2012-10-24,0,
6651,517791,investment,2012-02-15,1,0.0
6652,999299,other,2012-07-09,1,1.0
6653,339494,emergency_funds,2012-11-14,0,
6654,715190,other,2012-08-03,0,
6655,906007,investment,2012-08-06,0,
6656,598531,home,2012-11-02,1,1.0
6657,957170,investment,2012-05-02,0,
6658,89234,home,2012-06-14,1,1.0
6659,987982,investment,2012-12-28,0,
6660,101960,business,2012-09-07,0,
6661,98174,investment,2012-04-27,1,1.0
6662,433673,home,2012-04-03,0,
6663,914053,emergency_funds,2012-02-28,0,
6664,298750,emergency_funds,2012-02-22,0,
6665,968011,investment,2012-08-21,0,
6666,161058,emergency_funds,2012-11-05,0,
6667,973232,investment,2012-03-14,1,1.0
6668,862051,business,2012-05-17,0,
6669,262888,business,2012-04-09,1,1.0
6670,75332,business,2012-07-04,0,
6671,889930,home,2012-07-06,1,1.0
6672,304241,investment,2012-05-24,1,1.0
6673,945966,other,2012-01-04,0,
6674,949406,investment,2012-12-11,1,1.0
6675,218938,business,2012-01-25,1,1.0
6676,286832,investment,2012-09-11,0,
6677,27871,other,2012-01-09,1,1.0
6678,85538,home,2012-04-16,0,
6679,728731,emergency_funds,2012-10-19,1,1.0
6680,691056,business,2012-06-14,1,0.0
6681,172186,investment,2012-08-09,0,
6682,816654,home,2012-05-31,0,
6683,184150,investment,2012-11-05,0,
6684,92741,investment,2012-06-27,1,0.0
6685,255898,emergency_funds,2012-02-07,0,
6686,121125,business,2012-03-28,0,
6687,608637,business,2012-07-12,1,1.0
6688,941218,other,2012-01-25,1,0.0
6689,613924,other,2012-02-24,0,
6690,721203,home,2012-11-08,1,1.0
6691,540441,home,2012-09-06,1,0.0
6692,918354,home,2012-07-19,1,0.0
6693,784423,business,2012-08-13,1,1.0
6694,111201,home,2012-02-07,0,
6695,923741,investment,2012-07-10,1,1.0
6696,297227,business,2012-04-11,0,
6697,34265,emergency_funds,2012-12-07,1,0.0
6698,917669,business,2012-11-19,1,1.0
6699,585917,emergency_funds,2012-11-23,1,1.0
6700,914322,investment,2012-09-12,0,
6701,211552,investment,2012-08-21,0,
6702,978833,emergency_funds,2012-08-03,1,0.0
6703,2147,home,2012-08-27,1,0.0
6704,680680,other,2012-10-24,1,0.0
6705,502438,home,2012-09-27,1,1.0
6706,605403,emergency_funds,2012-11-05,0,
6707,764299,home,2012-03-07,0,
6708,25155,emergency_funds,2012-11-02,0,
6709,20388,investment,2012-08-29,0,
6710,203058,business,2012-05-22,0,
6711,184214,emergency_funds,2012-11-16,1,1.0
6712,428659,other,2012-07-02,1,1.0
6713,429019,investment,2012-09-05,0,
6714,62671,emergency_funds,2012-07-24,0,
6715,689519,business,2012-08-23,1,0.0
6716,762017,home,2012-05-24,1,1.0
6717,812084,business,2012-08-27,0,
6718,313781,other,2012-02-16,0,
6719,960151,business,2012-08-10,1,0.0
6720,953720,business,2012-05-21,0,
6721,159506,emergency_funds,2012-03-19,0,
6722,158322,other,2012-12-03,1,1.0
6723,42119,emergency_funds,2012-12-04,1,0.0
6724,482211,emergency_funds,2012-11-22,0,
6725,234504,other,2012-03-07,1,0.0
6726,17247,other,2012-03-05,0,
6727,41113,business,2012-06-14,1,1.0
6728,499484,investment,2012-08-06,0,
6729,320025,emergency_funds,2012-02-24,0,
6730,145363,emergency_funds,2012-07-04,0,
6731,229229,emergency_funds,2012-02-06,1,0.0
6732,764546,home,2012-02-06,0,
6733,7445,investment,2012-07-13,0,
6734,750550,other,2012-03-05,1,1.0
6735,806025,emergency_funds,2012-07-13,0,
6736,316521,home,2012-10-02,0,
6737,617125,home,2012-02-23,0,
6738,471175,home,2012-04-26,1,1.0
6739,421092,business,2012-08-29,0,
6740,152291,investment,2012-08-23,0,
6741,134081,home,2012-03-08,1,0.0
6742,308172,investment,2012-11-26,1,1.0
6743,799596,emergency_funds,2012-10-25,1,0.0
6744,405100,home,2012-10-02,1,1.0
6745,138558,emergency_funds,2012-02-27,1,0.0
6746,173644,investment,2012-10-17,0,
6747,906225,emergency_funds,2012-04-09,1,1.0
6748,926997,home,2012-01-02,1,0.0
6749,268110,investment,2012-10-29,1,0.0
6750,960682,other,2012-09-11,1,0.0
6751,897494,home,2012-07-12,1,0.0
6752,940167,investment,2012-05-23,0,
6753,901316,business,2012-01-02,1,0.0
6754,575179,business,2012-08-09,0,
6755,347439,emergency_funds,2012-01-31,0,
6756,790550,business,2012-12-24,0,
6757,520308,business,2012-06-18,1,1.0
6758,801894,investment,2012-10-10,0,
6759,477138,business,2012-02-08,0,
6760,389133,emergency_funds,2012-02-14,0,
6761,472269,business,2012-09-19,0,
6762,920873,investment,2012-09-17,1,0.0
6763,457112,business,2012-06-19,1,1.0
6764,299086,emergency_funds,2012-08-06,0,
6765,367350,home,2012-09-19,0,
6766,741969,other,2012-11-12,1,1.0
6767,757546,investment,2012-01-10,0,
6768,432240,home,2012-08-20,0,
6769,884183,investment,2012-12-24,1,1.0
6770,267220,home,2012-05-01,0,
6771,748350,other,2012-01-05,0,
6772,519420,home,2012-12-18,1,0.0
6773,229572,business,2012-11-16,1,1.0
6774,26316,home,2012-04-27,0,
6775,750520,investment,2012-06-21,0,
6776,635070,investment,2012-07-16,1,1.0
6777,957851,investment,2012-02-10,1,0.0
6778,99161,other,2012-06-05,0,
6779,652298,emergency_funds,2012-11-12,0,
6780,95372,business,2012-06-11,1,0.0
6781,24703,home,2012-07-10,0,
6782,230811,other,2012-01-27,1,0.0
6783,861677,emergency_funds,2012-03-02,1,1.0
6784,454705,home,2012-04-03,0,
6785,354050,home,2012-12-27,1,0.0
6786,20073,business,2012-07-04,0,
6787,520634,business,2012-05-18,0,
6788,624152,investment,2012-06-05,0,
6789,154103,home,2012-07-06,0,
6790,731552,business,2012-01-31,1,1.0
6791,796867,other,2012-02-10,1,1.0
6792,543297,investment,2012-10-16,1,1.0
6793,420414,business,2012-11-07,1,0.0
6794,628090,business,2012-02-15,1,1.0
6795,38214,home,2012-08-13,0,
6796,682280,investment,2012-08-08,0,
6797,303319,other,2012-11-23,1,0.0
6798,996753,business,2012-10-29,1,1.0
6799,667824,emergency_funds,2012-04-10,0,
6800,482739,business,2012-09-24,0,
6801,730877,other,2012-02-13,1,1.0
6802,842388,home,2012-12-28,0,
6803,669326,business,2012-10-11,1,0.0
6804,18987,emergency_funds,2012-02-20,0,
6805,167009,emergency_funds,2012-11-21,1,1.0
6806,482274,home,2012-10-01,1,1.0
6807,116018,business,2012-12-14,1,1.0
6808,950497,emergency_funds,2012-03-26,0,
6809,39198,business,2012-11-05,1,0.0
6810,567754,business,2012-10-08,1,1.0
6811,717067,home,2012-04-10,0,
6812,285780,home,2012-02-21,1,0.0
6813,358191,business,2012-08-08,0,
6814,814156,business,2012-11-20,1,1.0
6815,999178,business,2012-09-10,1,1.0
6816,116280,other,2012-07-24,0,
6817,618176,business,2012-10-12,0,
6818,813712,business,2012-06-04,1,1.0
6819,766542,investment,2012-03-20,1,0.0
6820,660763,other,2012-11-14,0,
6821,8685,emergency_funds,2012-09-03,1,1.0
6822,212227,home,2012-11-14,0,
6823,268405,other,2012-01-06,0,
6824,4181,business,2012-06-08,0,
6825,581882,business,2012-03-22,1,1.0
6826,12509,business,2012-12-24,1,1.0
6827,710740,other,2012-11-07,0,
6828,270575,home,2012-06-26,0,
6829,663053,home,2012-02-29,1,1.0
6830,65630,investment,2012-10-31,1,1.0
6831,864831,investment,2012-05-21,1,1.0
6832,128169,other,2012-05-02,0,
6833,60679,other,2012-08-22,0,
6834,132753,investment,2012-05-10,1,1.0
6835,422487,emergency_funds,2012-01-17,0,
6836,487359,emergency_funds,2012-11-27,0,
6837,309144,home,2012-05-18,1,1.0
6838,317597,emergency_funds,2012-07-04,0,
6839,360129,business,2012-02-08,0,
6840,378037,emergency_funds,2012-02-28,1,0.0
6841,490641,home,2012-05-21,1,0.0
6842,610782,other,2012-09-05,1,0.0
6843,462112,business,2012-05-30,1,1.0
6844,809298,emergency_funds,2012-04-10,0,
6845,90821,home,2012-10-19,1,1.0
6846,171914,home,2012-04-23,0,
6847,188059,business,2012-02-03,1,1.0
6848,156793,investment,2012-11-12,1,1.0
6849,704487,home,2012-07-13,1,1.0
6850,787234,other,2012-10-31,0,
6851,291461,home,2012-02-23,1,1.0
